label=GoogleLES build_tabular end-to-end
samples=13373 sample_rate=0.05
format=flat sortedby=count mincount=5

   Count  Overhead File                                                                                                                        Line Function
    1184         0 @Base/iobuffer.jl                                                                                                           764 take!(io::IOBuffer)
    1184      1184 @Base/reshapedarray.jl                                                                                                       50 reshape
    1184         0 @Base/reshapedarray.jl                                                                                                      130 reshape
    1184         0 @Base/abstractarraymath.jl                                                                                                   41 vec
    1184         0 @Zarr/src/Compressors/blosc.jl                                                                                               36 zuncompress!
    1184         0 @Zarr/src/Compressors/Compressors.jl                                                                                         60 zuncompress!
    1216         0 @Base/iobuffer.jl                                                                                                           773 take!(io::IOBuffer)
    1216         0 @HTTP/src/Streams.jl                                                                                                        330 read
    1216         0 @Base/channels.jl                                                                                                           707 iterate
    1248         0 @HTTP/src/Messages.jl                                                                                                       361 header
    1248         0 @HTTP/src/Streams.jl                                                                                                         75 startwrite(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
    1248      1248 @HTTP/src/cookiejar.jl                                                                                                      166 canonicalhost(host::SubString{String})
    1280         0 @Base/threadingconstructs.jl                                                                                                526 macro expansion
    1280      1280 @Base/Base_compiler.jl                                                                                                       54 getproperty
    1298         0 @JSON/src/parse.jl                                                                                                          334 liftkey
    1312      1312 @Base/boot.jl                                                                                                               499 Box
    1312      1312 @URIs/src/URIs.jl                                                                                                           435 unescapeuri(str::SubString{String})
    1312         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     19 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.v…
    1368         0 @Base/iobuffer.jl                                                                                                           619 ensureroom_reallocate(io::IOBuffer, nshort::UInt64)
    1368         0 @Base/iobuffer.jl                                                                                                           603 ensureroom
    1368         0 @Base/task.jl                                                                                                               589 sync_end(c::Channel{Any})
    1376         0 @Base/condition.jl                                                                                                          136 wait
